Del Taco;Macho Beef Burrito;2;959
Del Taco;Jacked Up Value Bean, Rice & Cheese Burrito;2;280
Del Taco;Fiery 6 Layer Burrito;2;520
Del Taco;Del Combo Burrito;2;529
Del Taco;Del Beef Burrito;2;489
Del Taco;Classic Grilled Chicken Burrito;2;529
Del Taco;Chili Cheese Fry Burrito;2;420
Del Taco;8 Layer Veggie Burrito;2;539
Del Taco;1/2lb Bean & Cheese Burrito, with Red Sauce;2;470
Del Taco;1/2lb Bean & Cheese Burrito, with Green Sauce;2;450
Del Taco;Steak Taco Al Carbon;2;150
Del Taco;Steak Asada Taco;2;230
Del Taco;Regular Taco;2;130
Del Taco;Macho Taco;2;300
Del Taco;Grilled Chicken Taco;2;220
Del Taco;Flatbread Steak Taco;2;340
Del Taco;Flatbread Chicken Taco;2;340
Del Taco;Double Beef Classic Taco;2;200
Del Taco;Chipotle Beef Taco;2;190
Del Taco;Chicken Taco Al Carbon;2;150
Del Taco;Chicken Asada Taco;2;170
Del Taco;Beer Battered Fish Taco;2;280
Del Taco;Bacon Ranch Grilled Chicken Taco;2;240
Del Taco;Deluxe Chicken Taco Salad;2;769
Del Taco;Beef Deluxe Taco Salad;2;819
Del Taco;Double Del Cheeseburger;2;719
Del Taco;Del Cheeseburger;2;500
Del Taco;Cheeseburger;2;429
Del Taco;Bacon Double Del Cheeseburger;2;769
Habit Burger Grill;Side Caesar Salad, with Dressing;2;220
Habit Burger Grill;Santa Barbara Cobb Salad, with Dressing;2;690
Habit Burger Grill;Grilled Chicken Salad, without dressing;2;220
Habit Burger Grill;Garden Salad, without dressing;2;100
Habit Burger Grill;Chicken Caesar Salad, with Dressing;2;690
Habit Burger Grill;Caesar Salad, with Dressing;2;450
Habit Burger Grill;BBQ Chicken Salad, without dressing;2;450
Habit Burger Grill;Veggie Burger on Wheat Bun;2;470
Habit Burger Grill;Tri Tip Sandwich on French Roll, with Teriyaki Sauce;2;650
Habit Burger Grill;Teriyaki Charburger;2;510
Habit Burger Grill;Santa Barbara Style Charburger;2;930
Habit Burger Grill;Pastrami Sandwich on Sourdough, with Butter Spread;2;860
Habit Burger Grill;Pastrami Sandwich on French Roll;2;900
Habit Burger Grill;Mushroom Cheese Charburger;2;610
Habit Burger Grill;Lettuce Wrap Charburger, without bun;2;290
Habit Burger Grill;Fresh Albacore Sandwich on Sourdough, with Butter Spread;2;450
Habit Burger Grill;Fresh Albacore Sandwich on Seeded Bun;2;390
Habit Burger Grill;Double Charburger;2;640
Habit Burger Grill;Chicken Sandwich on French Roll;2;730
Habit Burger Grill;Chicken Club Sandwich on Sourdough;2;730
Habit Burger Grill;Charburger;2;470
Habit Burger Grill;BBQ Bacon Charburger;2;630
Taco Bell;Shredded Chicken Mini Quesadilla;2;180
Taco Bell;Seasoned Beef Quesadilla;2;530
Taco Bell;Seasoned Beef Mini Quesadilla;2;210
Taco Bell;Marinated Grilled Steak Quesadilla;2;510
Taco Bell;Marinated Grilled Steak Mini Quesadilla;2;190
Taco Bell;Fire Grilled Chicken Quesadilla;2;510
Taco Bell;Fire Grilled Chicken Mini Quesadilla;2;180
Taco Bell;Cheese Quesadilla;2;460
Taco Bell;XXL Grilled Stuft Burrito, with Shredded Chicken;2;810
Taco Bell;XXL Grilled Stuft Burrito, with Seasoned Beef;2;860
Taco Bell;XXL Grilled Stuft Burrito, with Marinated Grilled Steak;2;820
Taco Bell;XXL Grilled Stuft Burrito, with Fire Grilled Chicken;2;810
Taco Bell;Veggie Power Menu Burrito;2;430
Taco Bell;Veggie Cantina Burrito;2;719
Taco Bell;Steak Smothered Burrito;2;669
Taco Bell;Steak Fresco Burrito Supreme;2;340
Taco Bell;Steak Cantina Burrito;2;749
Taco Bell;Steak & Egg Burrito;2;450
Taco Bell;Spicy Cheesy Core Steak Burrito;2;550
Taco Bell;Spicy Cheesy Core Chicken Burrito;2;540
Taco Bell;Spicy Cheesy Core Beef Burrito;2;570
Taco Bell;Smothered Burrito,with Seasoned Beef;2;690
Taco Bell;Smothered Burrito, with Shredded Chicke;2;640
Taco Bell;Smothered Burrito, with Fire Grilled Chicken;2;640
Taco Bell;Shreded Chicken Burrito;2;400
Taco Bell;Shredded Chicken Smothered Burrito;2;649
Taco Bell;Shredded Chicken Power Menu Burrito;2;440
Taco Bell;Shredded Chicken Nacho Loaded Griller;2;350
Taco Bell;Shredded Chicken Burrito Supreme;2;380
Taco Bell;Shredded Burrito, with Marinated Grilled Steak;2;650
Taco Bell;Seasoned Beef Power Menu Burrito;2;490
Taco Bell;Seasoned Beef Burrito Supreme;2;400
Taco Bell;Quesarito Burrito;2;640
Taco Bell;Marinated Grilled Steak Power Menu Burrito;2;460
Taco Bell;Marinated Grilled Steak Nacho Loaded Griller;2;350
Taco Bell;Marinated Grilled Steak Burrito Supreme;2;390
Taco Bell;Loaded Potato Griller, without meat;2;410
Taco Bell;Loaded Potato Griller, with Shredded Chicken;2;460
Taco Bell;Loaded Potato Griller, with Seasoned Beef;2;480
Taco Bell;Loaded Potato Griller, with Marinated Grilled Steak;2;460
Taco Bell;Loaded Potato Griller, with Fire Grilled Chicken;2;460
Taco Bell;Fresco Style Steak & Egg Burrito;2;320
Taco Bell;Fresco Refried Bean Burrito, without meat;2;350
Taco Bell;Fresco Refried Bean Burrito, with Shredded Chicken;2;400
Taco Bell;Fresco Refried Bean Burrito, with Seasoned Beef;2;420
Taco Bell;Fresco Refried Bean Burrito, with Marinated Grilled Steak;2;400
Taco Bell;Fresco Refried Bean Burrito, with Fire Grilled Chicken;2;400
Taco Bell;Fresco Black Bean Burrito, without meat;2;370
Taco Bell;Fresco Black Bean Burrito, with Shredded Chicken;2;410
Taco Bell;Fresco Black Bean Burrito, with Seasoned Beef;2;440
Taco Bell;Fresco Black Bean Burrito, with Marinated Grilled Steak;2;420
Taco Bell;Fresco Black Bean Burrito, with Fire Grilled Chicken;2;420
Taco Bell;Fire Grilled Chicken Power Menu Burrito;2;450
Taco Bell;Fire Grilled Chicken Nacho Loaded Griller;2;350
Taco Bell;Fire Grilled Chicken Burrito Supreme;2;380
Taco Bell;Crunchy Cheesy Core Steak Burrito;2;610
Taco Bell;Crunchy Cheesy Core Chicken Burrito;2;610
Taco Bell;Crunchy Cheesy Core Beef Burrito;2;630
Taco Bell;Combo Burrito;2;450
Taco Bell;Chipotle Chicken Loader Griller Burrito;2;340
Taco Bell;Chili Cheese Burrito;2;370
Taco Bell;Chicken Fresco Burrito Supreme;2;340
Taco Bell;Chicken Cantina Burrito;2;729
Taco Bell;Cheesy Potato Burrito;2;480
Taco Bell;Cheesy Double Beef Burrito;2;430
Taco Bell;Cheesy Bean & Rice Burrito;2;420
Taco Bell;Black Bean Burrito;2;380
Taco Bell;Beefy Nacho Loaded Griller Burrito;2;370
Taco Bell;Beefy Fritos Burrito;2;430
Taco Bell;Beefy Crunch Burrito;2;460
Taco Bell;Beefy 5-Layer Burrito;2;500
Taco Bell;Bean Burrito;2;370
Taco Bell;7-Layer Burrito;2;430
Taco Bell;Spicy Potato Soft Taco;2;230
Taco Bell;Spicy Chicken Cool Ranch DLT Taco;2;170
Taco Bell;Shredded Chicken Soft Taco Supreme;2;180
Taco Bell;Shredded Chicken Soft Taco;2;190
Taco Bell;Seasoned Beef Soft Taco Supreme;2;210
Taco Bell;Seasoned Beef Soft Taco;2;220
Taco Bell;Nacho Cheese Doritos Locos Taco, with Shredded Chicken;2;140
Taco Bell;Nacho Cheese Doritos Locos Taco, with Seasoned Beef;2;170
Taco Bell;Nacho Cheese Doritos Locos Taco, with Seasoned Beef;2;170
Taco Bell;Nacho Cheese Doritos Locos Taco, with Marinated Grilled Steak;2;150
Taco Bell;Nacho Cheese Doritos Locos Taco, with Fire Grilled Chicken;2;140
Taco Bell;Nacho Cheese Doritos Locos Taco Supreme, with Shredded Chicken;2;170
Taco Bell;Nacho Cheese Doritos Locos Taco Supreme, with Seasoned Beef;2;190
Taco Bell;Nacho Cheese Doritos Locos Taco Supreme, with Marinated Grilled Steak;2;170
Taco Bell;Nacho Cheese Doritos Locos Taco Supreme, with Fire Grilled Chicken;2;170
Taco Bell;Nacho Cheese Doritos Double Decker Taco, with Shredded Chicken;2;290
Taco Bell;Nacho Cheese Doritos Double Decker Taco, with Seasoned Beef;2;320
Taco Bell;Nacho Cheese Doritos Double Decker Taco, with Marinated Grilled Steak;2;300
Taco Bell;Nacho Cheese Doritos Double Decker Taco, with Fire Grilled Chicken;2;290
Taco Bell;Marinated Grilled Steak Soft Taco Supreme;2;180
Taco Bell;Marinated Grilled Steak Soft Taco;2;200
Taco Bell;Fresco Shredded Chicken Soft Taco;2;140
Taco Bell;Fresco Marinated Grilled Steak Soft Taco;2;140
Taco Bell;Fresco Crunchy Taco, with Shredded Chicken;2;120
Taco Bell;Fresco Crunchy Taco, with Seasoned Beef;2;140
Taco Bell;Fresco Crunchy Taco, with Marinated Grilled Steak;2;130
Taco Bell;Fresco Crunchy Taco, with Fire Grilled Chicken;2;120
Taco Bell;Fresco Beef Soft Taco;2;160
Taco Bell;Fire Grilled Chicken Soft Taco Supreme;2;190
Taco Bell;Fire Grilled Chicken Soft Taco;2;190
Taco Bell;Fiery Doritos Locos Taco, with Shredded Chicken;2;140
Taco Bell;Fiery Doritos Locos Taco, with Seasoned Beef;2;170
Taco Bell;Fiery Doritos Locos Taco, with Marinated Grilled Steak;2;150
Taco Bell;Fiery Doritos Locos Taco, with Fire Grilled Chicken;2;140
Taco Bell;Fiery Doritos Locos Taco Suprreme, with Marinated Grilled Steak;2;170
Taco Bell;Fiery Doritos Locos Taco Supreme, with Shredded Chicken;2;170
Taco Bell;Fiery Doritos Locos Taco Supreme, with Seasoned Beef;2;190
Taco Bell;Fiery Doritos Locos Taco Supreme, with Fire Grilled Chicken;2;170
Taco Bell;Fiery Doritos Double Decker Taco, with Shredded Chicken;2;290
Taco Bell;Fiery Doritos Double Decker Taco, with Seasoned Beef;2;320
